Id	Desc	Name	SceneResource	DBIndex	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	IsBattleServerLoad	IsBattleCopySceneWorldLoad	Length	Width	Obstacle	Tussock	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	ReliveType_4	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	DamageRefixAreaIndex	SeamlessOffSetX	SeamlessOffsetZ	IsSeamlessLoadAll	LoadLevel	IsHideSummonMonster	IsAutoDisableOtherPlayerEffect	OpenNearPlayerLv	CancelGuiDaoGuWangTrans	CancelLieShanTrans	OpenMainUIAutoFade	IsTianHuaFly	ChatPaoMinLevel	InviteeLv	IsMagicSkillOpen
293	仙野源-刀剑相向	仙野之森	176	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Lingzongdao.path		yw_lingzongdao	768	768	256	1443	141	0	-1	40	56	-1	16	80	100	1	1	1	1	17.12	107.38	17.12	107.38	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
294	代言人花车巡游场景	花车巡游	7	-1	25	1	1	0	0	0	128	128	./Scene/Zc_Heyangcheng.path		heyangcheng	384	384	128	486	0	0	-1	40	56	-1	10	80	100	1	1	1	1	15	97	15	97	-1	-1	1	1	1	-1	0	40	4	0	-1	-1	0	0	0	1	1	0	1	1	1	0	1	0	-1	0
295	夫妻副本-回家的路	回家的路	174	-1	23	2	1	0	0	0	128	128	./Scene/Fb_huijiadelu.path		jiayuan02	384	384	128	866	142	0	-1	2	2	-1	10	60	100	1	1	1	1	104	53	104	53	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
296	小凯家园样板间1级	星海庭	175	-1	28	1	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	0	0	-1	40	56	-1	8	80	100	1	1	1	1	114	96	114	96	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
297	小凯家园样板间2级	星海庭	175	-1	28	1	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	0	0	-1	40	56	-1	8	80	100	1	1	1	1	114	96	114	96	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
298	小凯家园样板间3级	星海庭	175	-1	28	1	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	0	0	-1	40	56	-1	8	80	100	1	1	1	1	114	96	114	96	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
299	小凯家园样板间4级	星海庭	175	-1	28	1	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	0	0	-1	40	56	-1	8	80	100	1	1	1	1	114	96	114	96	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
300	小凯家园样板间5级	星海庭	175	-1	28	1	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	0	0	-1	40	56	-1	8	80	100	1	1	1	1	114	96	114	96	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
301	小凯家园交互副本1级	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	143	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
302	小凯家园交互副本2级	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	144	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
303	小凯家园交互副本3级	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	145	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
304	小凯家园交互副本4级	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	146	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
305	小凯家园交互副本5级	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	147	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
306	无夜的回忆	幻境之忆	170	-1	26	2	1	0	0	0	96	96	./Scene/Fb_Kuafubangzhan.path		kuafuzhanchang	480	480	96	316	148	0	-1	1	1	-1	10	60	100	1	1	1	1	82	10	82	10	-1	-1	1	1	1	-1	0	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
307	副本	落星绝阵	179	-1	6	2	1	1	0	0	128	128	./Scene/Fb_Luoxinglou.path		luoxingjuezhen	384	384	128	31	150	0	-1	40	56	-1	10	60	100	1	1	1	1	123.62	94.27	123.62	94.27	-1	-1	0	0	1	-1	0	100	4	1	-1	-1	0	0	0	1	0	1	1	0	0	0	1	0	-1	1
308	躲猫猫-云梦庭样板间	妙趣迷藏	178	-1	27	2	1	0	0	1	128	128	./Scene/Fb_18nianertongjie.path		jiayuan	384	384	128	64	149	0	-1	20	20	-1	8	80	100	1	1	1	1	119	55	121	51	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
310	初探落星楼	初探落星楼	179	-1	26	2	1	0	0	0	128	128	./Scene/Fb_Luoxinglou.path		luoxingjuezhen	384	384	128	31	151	0	-1	1	1	-1	10	60	100	1	1	1	1	123.62	94.27	123.62	94.27	-1	-1	1	1	1	-1	0	100	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
311	单人PK赛	门派演武场	6	94	6	2	1	1	0	0	40	40	./Scene/Fb_xiuzhenxianmolu.path		huanyuedongfu	144	144	40	316	64	1	-1	40	56	-1	10	80	100	0	0	1	0	16	23	16	23	-1	-1	0	0	1	-1	1	1000	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
312	帮派新场景—相位	帮派属地	180	-1	3	2	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	154	0	-1	30	38	-1	12	80	100	1	1	1	1	70	53.5	70	53.5	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
313	蛋糕大作战-敬师堂	蛋糕大作战	181	-1	27	2	1	0	0	0	96	96	./Scene/Fb_Zhounianqing.path		fenxianggu	384	384	128	99	152	0	-1	40	56	-1	16	80	100	1	1	1	1	61.8	17.1	61.8	17.1	-1	-1	0	0	1	4122	1	1000	4	0	-1	-1	0	0	0	1	0	0	1	1	1	0	1	0	-1	0
314	朵一交互副本	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	147	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
315	段云交互副本	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	147	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
316	南风交互副本	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	147	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
317	于归交互副本	星海庭	175	-1	24	2	1	0	0	0	128	128	./Scene/Yw_Xinjiayuan_Wangjunkai05.path		Yw_Xinjiayuan_Wangjunkai05	384	384	128	64	147	0	-1	40	56	-1	8	80	100	1	1	1	1	85	85	85	85	-1	-1	1	1	1	-1	0	1000	4	0	-1	-1	0	0	0	3	0	0	1	1	1	0	1	0	-1	1
318	中秋节日副本-天狗大作战	月宫宝境	182	-1	26	2	1	0	1	1	64	64	./Scene/Fb_Zhongqiuhuodong.path		yuegongbaojing	192	192	64	30	153	0	-1	6	6	-1	10	80	100	1	1	1	1	13	16	13	16	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	2	1	0	1	1	1	0	1	0	-1	0
319	跨服切磋-单人	跨服切磋	6	-1	22	2	0	0	1	1	40	40	./Scene/Fb_xiuzhenxianmolu.path		huanyuedongfu	144	144	40	316	155	0	-1	40	56	-1	10	80	100	0	0	0	0	16	23	16	23	-1	-1	1	1	1	-1	0	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
320	跨服切磋-多人	跨服切磋	107	-1	22	2	0	0	1	1	64	64	./Scene/Fb_Wangzhezhengba.path		wangzhezhengba	192	192	64	316	156	0	-1	40	56	-1	10	80	100	0	0	0	0	32.39	30	32.39	30	-1	-1	1	1	1	-1	0	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
321	帮派新场景—相位	炼血堂入侵	180	-1	6	2	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	35	0	-1	30	38	-1	12	80	100	1	1	1	1	43	65	43	65	-1	-1	1	1	1	-1	1	100	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
322	帮派新场景—相位	炼血堂逆袭	180	-1	6	2	1	0	0	0	192	192	./Scene/fb_bangpai.path		bangpai	576	576	192	64	36	0	-1	30	38	-1	12	80	100	1	1	1	1	43	65	43	65	-1	-1	1	1	1	-1	1	100	4	0	-1	-1	0	0	0	3	0	0	1	0	0	0	1	0	-1	1
323	家园场景3	枫华庭	183	-1	21	5	1	0	0	0	215	215	./Scene/Yw_Xinjiayuan2_xianfu.path		jiayuan_fenghuating	645	645	215	866	0	0	-1	20	20	-1	20	80	100	1	1	1	1	123	89	101.9	59.24	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
324	庙会	庙会	184	258	29	1	1	0	0	0	200	200	./Scene/Fb_Xinmiaohui_01.path		miaohui	600	600	200	27	0	0	-1	75	75	-1	10	80	100	1	1	1	1	83	12.5	83	12.5	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
325	感恩节-云梦庭样板间	晚宴进行时	187	-1	30	2	1	0	0	1	128	128	./Scene/Fb_GanEnJie.path		fb_ganenjie	384	384	128	64	157	0	-1	20	20	-1	8	80	100	1	1	1	1	108	66	108	66	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
326	忘川	忘川	186	257	0	1	1	0	0	0	256	256	./Scene/Yw_Wangchuan.path		wangchuan	768	768	256	1574	0	0	-1	40	56	-1	8	80	100	1	1	1	1	221.54	28.52	221.54	28.52	-1	-1	1	1	15	-1	1	40	4	0	-1	-1	0	0	0	2	0	0	1	0	0	1	1	0	-1	1
327	忘川-相位-有小怪	忘川	186	-1	4	2	1	0	0	0	256	256	./Scene/Yw_Wangchuan.path		wangchuan	768	768	256	1574	158	0	-1	40	56	-1	16	80	100	1	1	1	1	221.54	28.52	221.54	28.52	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
328	忘川-相位-无小怪	忘川	186	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Wangchuan.path		wangchuan	768	768	256	1574	158	0	-1	40	56	-1	16	80	100	1	1	1	1	221.54	28.52	221.54	28.52	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
329	忘川-魂归幽冥	幽冥界	186	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Wangchuan.path		wangchuan	768	768	256	1599	159	0	-1	40	56	-1	16	80	100	1	1	1	1	146.4	61.7	146.4	61.7	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
330	忘川-得到线索	镇魂路	186	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Wangchuan.path		wangchuan	768	768	256	1574	160	0	-1	40	56	-1	16	80	100	1	1	1	1	212	160.4	212	160.4	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
331	万川-踏上归途	轮回之境	186	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Wangchuan.path		wangchuan	768	768	256	1599	161	0	-1	40	56	-1	16	80	100	1	1	1	1	146.4	61.7	146.4	61.7	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	1	1	0	1	0	-1	1
332	忘川-再次固魂	奈何桥	186	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Wangchuan.path		wangchuan	768	768	256	1574	162	0	-1	40	56	-1	16	80	100	1	1	1	1	59.6	215.4	59.6	215.4	-1	-1	0	0	1	4122	1	40	4	0	-1	-1	0	0	0	1	0	0	1	1	1	0	1	0	-1	1
333	庙会-圣诞节日副本-冰雪之地	冰霜极地	172	-1	6	2	1	0	1	1	48	48	./Scene/Fb_Daxuezhang.path		daxuezhang	144	144	48	1254	163	0	-1	10	10	-1	10	80	100	0	0	0	0	29	33	29	33	-1	-1	0	0	1	-1	0	1000	4	1	-1	-1	0	0	0	2	1	0	1	1	1	0	1	0	-1	0
334	庙会-躲猫猫-云梦庭样板间	妙趣迷藏	178	-1	27	2	1	0	1	1	128	128	./Scene/Fb_18nianertongjie.path		jiayuan	384	384	128	64	164	0	-1	20	20	-1	8	80	100	1	1	1	1	119	55	121	51	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
335	庙会-中秋节日副本-天狗大作战	月宫宝境	182	-1	26	2	1	0	1	1	64	64	./Scene/Fb_Zhongqiuhuodong.path		yuegongbaojing	192	192	64	30	165	0	-1	6	6	-1	10	80	100	1	1	1	1	13	16	13	16	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	2	1	0	1	1	1	0	1	0	-1	0
336	庙会-晚宴-云梦庭样板间	晚宴进行时	187	-1	30	2	1	0	0	1	128	128	./Scene/Fb_GanEnJie.path		fb_ganenjie	384	384	128	64	166	0	-1	20	20	-1	8	80	100	1	1	1	1	108	66	108	66	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
337	圣诞节-冰雪迷城	冰雪迷城	188	-1	31	2	1	0	0	1	96	128	./Scene/fb_bingxuemicheng.path		bingxuemicheng	384	384	128	1254	167	0	-1	6	6	-1	10	60	100	0	0	0	0	28	76	28	76	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
338	情人节副本	与子同秀	189	-1	33	2	1	0	1	1	52	52	./Scene/Fb_Qingrenjie.path		fb_qingrenjie	156	156	52	30	168	0	-1	6	6	-1	10	80	100	1	1	1	1	13	16	13	16	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	2	1	0	1	1	1	0	1	0	-1	0
339	上古天宫战场1层	太古秘林	190	-1	32	2	1	1	0	0	168	168	./Scene/fb_xinsgtg01.path	./Scene/fb_xinsgtg01.tussock	fb_xinsgtg01_xiaoditu_168_168	384	384	168	1716	170	0	-1	35	40	-1	1	80	100	0	1	0	1	-1	-1	24.7	23.7	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
340	上古天宫战场2层	太古幽径	191	-1	32	2	1	1	0	0	128	128	./Scene/Fb_Xinsgtg02.path	./Scene/Fb_Xinsgtg02.tussock	fb_xinsgtg02_xiaoditu_128	384	384	128	1717	171	0	-1	30	35	-1	1	80	100	0	1	0	1	-1	-1	49.02	49.85	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
341	上古天宫战场3层	太古圣殿	192	-1	32	2	1	1	0	0	64	64	./Scene/Fb_Shanggutiangong03.path	./Scene/Fb_Shanggutiangong03.tussock	shanggutiangong03	480	480	64	1718	172	0	-1	20	25	-1	1	80	100	0	1	0	1	-1	-1	8.18	9.52	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
342	上古天宫战场4层	太古圣殿·跨服	192	-1	32	2	1	1	0	0	64	64	./Scene/Fb_Shanggutiangong03.path		shanggutiangong03	480	480	64	1718	173	0	-1	20	25	-1	1	80	100	0	1	0	1	-1	-1	8.18	9.52	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
343	庙会-情人节副本-与子同秀	与子同秀	189	-1	33	2	1	0	1	1	52	52	./Scene/Fb_Qingrenjie.path		fb_qingrenjie	156	156	52	30	169	0	-1	6	6	-1	10	80	100	1	1	1	1	13	16	13	16	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	2	1	0	1	1	1	0	1	0	-1	0
344	花朝节-春日东篱	春日东篱	193	-1	34	2	1	0	1	1	128	128	./Scene/Fb_Huazhaojie.path		chunridongli	384	384	128	1254	174	0	-1	10	10	-1	10	80	100	0	0	0	0	66.66	65.88	66.66	65.88	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	3	1	1	1	1	1	0	1	0	-1	0
345	庙会-圣诞节-冰雪迷城	冰雪迷城	188	-1	31	2	1	0	0	1	96	128	./Scene/fb_bingxuemicheng.path		bingxuemicheng	384	384	128	1254	175	0	-1	6	6	-1	10	60	100	0	0	0	0	28	76	28	76	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
346	春季副本-疏云淡月摘星辰	星之镜	194	-1	35	2	1	0	0	1	128	64	./Scene/fb_19chunji.path		zhaixingchen	384	384	128	1254	176	0	-1	6	6	-1	10	60	100	0	0	0	0	4.06	8.41	4.06	8.41	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
347	兽神之叹-26难度以上	兽神之叹	195	-1	6	2	1	0	0	0	128	64	./Scene/fb_shoushenzhitan02.path		shoushenzhitan02	384	192	128	206	177	0	-1	40	56	-1	10	80	100	1	1	1	1	14.44	39.89	14.44	39.89	-1	-1	0	0	1	-1	1	1000	4	1	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
348	端午节副本-粽子集集乐	粽子集集乐	196	-1	34	2	1	0	1	1	70	70	./Scene/Fb_2019duanwujie.path		fb_2019duanwujie_xiaoditu_70	210	210	70	1254	178	0	-1	10	10	-1	10	60	100	0	0	0	0	66	64	66	64	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	3	1	1	1	1	1	0	1	0	-1	0
349	家园场景4	樱落庭	197	-1	21	5	1	0	0	0	200	200	./Scene/Jy_Yinghuayuan.path		jiayuan_yingluoting	600	600	200	866	0	0	-1	20	20	-1	20	80	100	1	1	1	1	188	170	176	84	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	3	0	0	1	0	0	1	1	0	-1	1
350	庙会-花朝节-春日东篱	春日东篱	193	-1	34	2	1	0	1	1	128	128	./Scene/Fb_Huazhaojie.path		chunridongli	384	384	128	1254	179	0	-1	10	10	-1	10	80	100	0	0	0	0	66.66	65.88	66.66	65.88	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	3	1	1	1	1	1	0	1	0	-1	0
351	西沙净土	西沙净土	200	260	0	1	1	0	0	0	256	256	./Scene/Yw_Tianhua.path		Yw_Tianhua	768	768	256	1746	0	0	-1	40	56	-1	8	80	100	1	1	1	1	241.23	17.06	241.23	17.06	-1	-1	1	1	15	-1	1	40	4	0	-1	-1	0	0	0	2	0	0	1	0	0	1	1	0	-1	1
352	西沙净土-相位-有小怪	西沙净土	200	-1	4	2	1	0	0	0	256	256	./Scene/Yw_Tianhua.path		Yw_Tianhua	768	768	256	1746	180	0	-1	40	56	-1	16	80	100	1	1	1	1	241.23	17.06	241.23	17.06	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
353	西沙净土-相位-无小怪	西沙净土	200	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Tianhua.path		Yw_Tianhua	768	768	256	1746	180	0	-1	40	56	-1	16	80	100	1	1	1	1	241.23	17.06	241.23	17.06	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
354	西沙-物归原主	西沙驿	200	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Tianhua.path		Yw_Tianhua	768	768	256	1746	181	0	-1	40	56	-1	16	80	100	1	1	1	1	241.23	17.06	241.23	17.06	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
355	西沙-各有所需	天华殿	200	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Tianhua.path		Yw_Tianhua	768	768	256	1746	182	0	-1	40	56	-1	16	80	100	1	1	1	1	241.23	17.06	241.23	17.06	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
356	西沙-敢一战否	驿站酒馆	200	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Tianhua.path		Yw_Tianhua	768	768	256	1746	183	0	-1	40	56	-1	16	80	100	1	1	1	1	241.23	17.06	241.23	17.06	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
357	西沙-稍作歇息	驿站酒馆	200	-1	12	2	1	0	0	0	256	256	./Scene/Yw_Tianhua.path		Yw_Tianhua	768	768	256	1746	184	0	-1	40	56	-1	16	80	100	1	1	1	1	241.23	17.06	241.23	17.06	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
358	西沙边境	西沙边境	201	-1	11	1	1	0	0	0	32	32	./Scene/Yw_xishajingtu_huyanglin.path		Yw_xishajingtu_huyanglin	96	96	32	1746	0	0	-1	40	56	-1	8	80	100	1	1	1	1	14	11	14	11	-1	-1	1	1	1	-1	1	40	4	0	-1	-1	0	0	0	2	0	0	1	0	0	1	1	0	-1	1
359	西沙边境-相位-有小怪	西沙边境	201	-1	4	2	1	0	0	0	32	32	./Scene/Yw_xishajingtu_huyanglin.path		Yw_xishajingtu_huyanglin	96	96	32	1746	185	0	-1	40	56	-1	16	80	100	1	1	1	1	14	11	14	11	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
360	西沙边境-相位-无小怪	西沙边境	201	-1	12	2	1	0	0	0	32	32	./Scene/Yw_xishajingtu_huyanglin.path		Yw_xishajingtu_huyanglin	96	96	32	1746	185	0	-1	40	56	-1	16	80	100	1	1	1	1	14	11	14	11	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
361	西沙-种因得果	西沙边境	201	-1	12	2	1	0	0	0	32	32	./Scene/Yw_xishajingtu_huyanglin.path		Yw_xishajingtu_huyanglin	96	96	32	1746	186	0	-1	40	56	-1	16	80	100	1	1	1	1	14	11	14	11	-1	-1	1	1	1	4122	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
362	夏日活动副本-水球争夺战	沙漠绿洲	199	-1	34	2	1	0	1	1	80	50	./Scene/fb_19xiarihuodong.path	./Scene/fb_19xiarihuodong.tussock	fb_19xiarihuodong_xiaoditu	240	150	80	1254	187	0	-1	10	10	-1	10	60	100	0	0	0	0	6	25	6	25	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	0	0	-1	0
363	庙会-夏日活动副本-水球争夺战	沙漠绿洲	199	-1	34	2	1	0	1	1	80	50	./Scene/fb_19xiarihuodong.path	./Scene/fb_19xiarihuodong.tussock	fb_19xiarihuodong_xiaoditu	240	150	80	1254	216	0	-1	10	10	-1	10	60	100	0	0	0	0	6	25	6	25	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	0	0	-1	0
364	庙会-端午节副本-粽子集集乐	粽子集集乐	196	-1	34	2	1	0	1	1	70	70	./Scene/Fb_2019duanwujie.path		fb_2019duanwujie_xiaoditu_70	210	210	70	1254	188	0	-1	10	10	-1	10	60	100	0	0	0	0	66	64	66	64	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	3	1	1	1	1	1	0	0	0	-1	0
365	庙会-疏云淡月摘星辰	星之镜	194	-1	35	2	1	0	0	1	128	64	./Scene/fb_19chunji.path		zhaixingchen	384	384	128	1254	201	0	-1	6	6	-1	10	60	100	0	0	0	0	4.06	8.41	4.06	8.41	-1	-1	1	1	1	-1	1	1000	4	0	-1	-1	0	0	0	3	1	0	1	1	1	0	1	0	-1	0
366	19七夕活动	情缘对对碰	204	-1	37	2	1	0	1	1	80	80	./Scene/Fb_Qixijie.path		fb_qixijie	156	156	80	1254	190	0	-1	6	6	-1	10	80	100	1	1	1	1	73	40	73	40	-1	-1	0	0	1	-1	0	1000	4	0	-1	-1	0	0	0	2	1	0	1	1	1	0	1	0	-1	0
367	神武天极塔-高级副本	神武天极塔	203	-1	6	2	1	1	0	0	32	32	./Scene/Fb_Shenwutianjita02.path		shenwutianjita02	96	96	32	41	191	0	-1	5	10	-1	10	80	100	1	1	0	1	16	10	16	10	-1	-1	0	0	1	-1	1	32	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
